row_id,artist_id,genre_id,style_id,artist,genre,style,stratify_key
15368,19,2,3,raphael-kirchner,genre_painting,Art_Nouveau,combo::raphael-kirchner||genre_painting||Art_Nouveau
24643,103,7,17,hans-memling,religious_painting,Northern_Renaissance,combo::hans-memling||religious_painting||Northern_Renaissance
2970,6,2,12,eugene-boudin,genre_painting,Impressionism,combo::eugene-boudin||genre_painting||Impressionism
18502,5,2,12,edgar-degas,genre_painting,Impressionism,combo::edgar-degas||genre_painting||Impressionism
18981,15,8,9,pablo-picasso,sketch_and_study,Expressionism,combo::pablo-picasso||sketch_and_study||Expressionism
14949,2,6,12,camille-pissarro,portrait,Impressionism,combo::camille-pissarro||portrait||Impressionism
6247,22,8,20,vincent-van-gogh,sketch_and_study,Post_Impressionism,combo::vincent-van-gogh||sketch_and_study||Post_Impressionism
60776,39,4,12,maxime-maufra,landscape,Impressionism,combo::maxime-maufra||landscape||Impressionism
65202,31,6,23,konstantin-makovsky,portrait,Romanticism,combo::konstantin-makovsky||portrait||Romanticism
4666,17,6,12,pierre-auguste-renoir,portrait,Impressionism,combo::pierre-auguste-renoir||portrait||Impressionism
40096,104,6,9,amedeo-modigliani,portrait,Expressionism,combo::amedeo-modigliani||portrait||Expressionism
3088,17,5,12,pierre-auguste-renoir,nude_painting,Impressionism,combo::pierre-auguste-renoir||nude_painting||Impressionism
28125,30,4,20,paul-gauguin,landscape,Post_Impressionism,combo::paul-gauguin||landscape||Post_Impressionism
19710,79,2,12,edouard-manet,genre_painting,Impressionism,combo::edouard-manet||genre_painting||Impressionism
19333,73,2,15,david-burliuk,genre_painting,Naive_Art_Primitivism,combo::david-burliuk||genre_painting||Naive_Art_Primitivism
20838,115,1,10,raoul-dufy,cityscape,Fauvism,style_artist::Fauvism||raoul-dufy
23596,98,2,7,ernst-ludwig-kirchner,genre_painting,Cubism,combo::ernst-ludwig-kirchner||genre_painting||Cubism
61692,91,9,2,georges-braque,still_life,Analytical_Cubism,combo::georges-braque||still_life||Analytical_Cubism
19236,72,1,12,antoine-blanchard,cityscape,Impressionism,combo::antoine-blanchard||cityscape||Impressionism
40784,116,6,4,frans-hals,portrait,Baroque,combo::frans-hals||portrait||Baroque
14921,2,4,12,camille-pissarro,landscape,Impressionism,combo::camille-pissarro||landscape||Impressionism
4259,16,1,20,paul-cezanne,cityscape,Post_Impressionism,combo::paul-cezanne||cityscape||Post_Impressionism
60734,92,4,21,vasily-surikov,landscape,Realism,combo::vasily-surikov||landscape||Realism
47252,58,7,8,pietro-perugino,religious_painting,Early_Renaissance,combo::pietro-perugino||religious_painting||Early_Renaissance
15585,21,7,24,salvador-dali,religious_painting,Symbolism,combo::salvador-dali||religious_painting||Symbolism
7869,17,6,12,pierre-auguste-renoir,portrait,Impressionism,combo::pierre-auguste-renoir||portrait||Impressionism
3976,13,2,9,martiros-saryan,genre_painting,Expressionism,combo::martiros-saryan||genre_painting||Expressionism
587,14,4,24,nicholas-roerich,landscape,Symbolism,combo::nicholas-roerich||landscape||Symbolism
60772,42,4,12,alfred-sisley,landscape,Impressionism,combo::alfred-sisley||landscape||Impressionism
1075,2,2,12,camille-pissarro,genre_painting,Impressionism,combo::camille-pissarro||genre_painting||Impressionism
14056,6,2,12,eugene-boudin,genre_painting,Impressionism,combo::eugene-boudin||genre_painting||Impressionism
24088,93,6,7,fernand-leger,portrait,Cubism,combo::fernand-leger||portrait||Cubism
50523,110,6,23,joseph-wright,portrait,Romanticism,combo::joseph-wright||portrait||Romanticism
17866,10,4,21,ivan-shishkin,landscape,Realism,combo::ivan-shishkin||landscape||Realism
32821,31,1,21,konstantin-makovsky,cityscape,Realism,style_artist::Realism||konstantin-makovsky
6263,4,1,12,claude-monet,cityscape,Impressionism,combo::claude-monet||cityscape||Impressionism
2981,16,4,7,paul-cezanne,landscape,Cubism,combo::paul-cezanne||landscape||Cubism
48351,55,6,21,james-tissot,portrait,Realism,combo::james-tissot||portrait||Realism
21232,63,4,18,henri-martin,landscape,Pointillism,combo::henri-martin||landscape||Pointillism
23141,112,3,3,koloman-moser,illustration,Art_Nouveau,combo::koloman-moser||illustration||Art_Nouveau
17527,17,4,12,pierre-auguste-renoir,landscape,Impressionism,combo::pierre-auguste-renoir||landscape||Impressionism
51872,102,4,21,aleksey-savrasov,landscape,Realism,combo::aleksey-savrasov||landscape||Realism
7090,17,5,12,pierre-auguste-renoir,nude_painting,Impressionism,combo::pierre-auguste-renoir||nude_painting||Impressionism
1505,2,4,12,camille-pissarro,landscape,Impressionism,combo::camille-pissarro||landscape||Impressionism
38100,107,4,21,gustave-courbet,landscape,Realism,combo::gustave-courbet||landscape||Realism
12335,15,2,2,pablo-picasso,genre_painting,Analytical_Cubism,combo::pablo-picasso||genre_painting||Analytical_Cubism
60129,53,4,12,arkhip-kuindzhi,landscape,Impressionism,combo::arkhip-kuindzhi||landscape||Impressionism
4867,7,3,23,gustave-dore,illustration,Romanticism,combo::gustave-dore||illustration||Romanticism
4601,22,4,20,vincent-van-gogh,landscape,Post_Impressionism,combo::vincent-van-gogh||landscape||Post_Impressionism
46480,101,6,12,william-merritt-chase,portrait,Impressionism,combo::william-merritt-chase||portrait||Impressionism
42724,26,1,20,edouard-cortes,cityscape,Post_Impressionism,combo::edouard-cortes||cityscape||Post_Impressionism
9224,21,3,24,salvador-dali,illustration,Symbolism,style_artist::Symbolism||salvador-dali
2563,10,4,21,ivan-shishkin,landscape,Realism,combo::ivan-shishkin||landscape||Realism
15167,7,3,23,gustave-dore,illustration,Romanticism,combo::gustave-dore||illustration||Romanticism
44857,48,4,21,isaac-levitan,landscape,Realism,combo::isaac-levitan||landscape||Realism
56674,121,7,13,el-greco,religious_painting,Mannerism_Late_Renaissance,combo::el-greco||religious_painting||Mannerism_Late_Renaissance
2974,7,3,23,gustave-dore,illustration,Romanticism,combo::gustave-dore||illustration||Romanticism
36805,126,6,22,thomas-gainsborough,portrait,Rococo,combo::thomas-gainsborough||portrait||Rococo
10942,2,4,12,camille-pissarro,landscape,Impressionism,combo::camille-pissarro||landscape||Impressionism
62201,71,8,3,henri-de-toulouse-lautrec,sketch_and_study,Art_Nouveau,combo::henri-de-toulouse-lautrec||sketch_and_study||Art_Nouveau
17052,16,4,7,paul-cezanne,landscape,Cubism,combo::paul-cezanne||landscape||Cubism
1115,3,1,12,childe-hassam,cityscape,Impressionism,combo::childe-hassam||cityscape||Impressionism
65184,84,6,24,kuzma-petrov-vodkin,portrait,Symbolism,combo::kuzma-petrov-vodkin||portrait||Symbolism
34084,77,6,13,titian,portrait,Mannerism_Late_Renaissance,combo::titian||portrait||Mannerism_Late_Renaissance
4915,18,10,21,pyotr-konchalovsky,Unknown Genre,Realism,combo::pyotr-konchalovsky||Unknown Genre||Realism
2485,20,8,4,rembrandt,sketch_and_study,Baroque,combo::rembrandt||sketch_and_study||Baroque
17317,17,6,12,pierre-auguste-renoir,portrait,Impressionism,combo::pierre-auguste-renoir||portrait||Impressionism
45657,87,8,11,michelangelo,sketch_and_study,High_Renaissance,combo::michelangelo||sketch_and_study||High_Renaissance
24916,35,6,23,francisco-goya,portrait,Romanticism,combo::francisco-goya||portrait||Romanticism
35598,83,6,22,joshua-reynolds,portrait,Rococo,combo::joshua-reynolds||portrait||Rococo
47166,70,4,12,john-henry-twachtman,landscape,Impressionism,combo::john-henry-twachtman||landscape||Impressionism
33694,30,6,20,paul-gauguin,portrait,Post_Impressionism,combo::paul-gauguin||portrait||Post_Impressionism
59891,78,4,20,maurice-prendergast,landscape,Post_Impressionism,combo::maurice-prendergast||landscape||Post_Impressionism
4857,2,4,12,camille-pissarro,landscape,Impressionism,combo::camille-pissarro||landscape||Impressionism
8073,5,2,12,edgar-degas,genre_painting,Impressionism,combo::edgar-degas||genre_painting||Impressionism
50780,88,6,23,dante-gabriel-rossetti,portrait,Romanticism,combo::dante-gabriel-rossetti||portrait||Romanticism
14603,22,8,20,vincent-van-gogh,sketch_and_study,Post_Impressionism,combo::vincent-van-gogh||sketch_and_study||Post_Impressionism
59119,110,4,23,joseph-wright,landscape,Romanticism,combo::joseph-wright||landscape||Romanticism
40745,104,6,9,amedeo-modigliani,portrait,Expressionism,combo::amedeo-modigliani||portrait||Expressionism
13097,2,2,12,camille-pissarro,genre_painting,Impressionism,combo::camille-pissarro||genre_painting||Impressionism
9330,25,7,17,albrecht-durer,religious_painting,Northern_Renaissance,combo::albrecht-durer||religious_painting||Northern_Renaissance
764,3,4,12,childe-hassam,landscape,Impressionism,combo::childe-hassam||landscape||Impressionism
57033,29,7,17,lucas-cranach-the-elder,religious_painting,Northern_Renaissance,combo::lucas-cranach-the-elder||religious_painting||Northern_Renaissance
27608,106,2,26,utagawa-kuniyoshi,genre_painting,Ukiyo_e,combo::utagawa-kuniyoshi||genre_painting||Ukiyo_e
6751,14,10,24,nicholas-roerich,Unknown Genre,Symbolism,combo::nicholas-roerich||Unknown Genre||Symbolism
47536,91,4,7,georges-braque,landscape,Cubism,combo::georges-braque||landscape||Cubism
4490,12,3,15,marc-chagall,illustration,Naive_Art_Primitivism,combo::marc-chagall||illustration||Naive_Art_Primitivism
9754,4,1,12,claude-monet,cityscape,Impressionism,combo::claude-monet||cityscape||Impressionism
60771,51,4,12,berthe-morisot,landscape,Impressionism,combo::berthe-morisot||landscape||Impressionism
61463,109,9,20,theo-van-rysselberghe,still_life,Post_Impressionism,combo::theo-van-rysselberghe||still_life||Post_Impressionism
22666,81,3,3,aubrey-beardsley,illustration,Art_Nouveau,combo::aubrey-beardsley||illustration||Art_Nouveau
11874,22,10,21,vincent-van-gogh,Unknown Genre,Realism,combo::vincent-van-gogh||Unknown Genre||Realism
18960,15,6,7,pablo-picasso,portrait,Cubism,combo::pablo-picasso||portrait||Cubism
3355,22,8,21,vincent-van-gogh,sketch_and_study,Realism,combo::vincent-van-gogh||sketch_and_study||Realism
8520,10,4,21,ivan-shishkin,landscape,Realism,combo::ivan-shishkin||landscape||Realism
15932,13,8,21,martiros-saryan,sketch_and_study,Realism,combo::martiros-saryan||sketch_and_study||Realism
28705,74,4,21,camille-corot,landscape,Realism,combo::camille-corot||landscape||Realism
7694,17,10,12,pierre-auguste-renoir,Unknown Genre,Impressionism,combo::pierre-auguste-renoir||Unknown Genre||Impressionism
31116,118,1,21,ilya-mashkov,cityscape,Realism,style_artist::Realism||ilya-mashkov
12887,22,8,21,vincent-van-gogh,sketch_and_study,Realism,combo::vincent-van-gogh||sketch_and_study||Realism
40656,88,6,23,dante-gabriel-rossetti,portrait,Romanticism,combo::dante-gabriel-rossetti||portrait||Romanticism
48146,49,2,12,joaquã­n-sorolla,genre_painting,Impressionism,combo::joaquã­n-sorolla||genre_painting||Impressionism
3103,7,3,23,gustave-dore,illustration,Romanticism,combo::gustave-dore||illustration||Romanticism
43440,57,6,21,valentin-serov,portrait,Realism,combo::valentin-serov||portrait||Realism
54065,35,2,23,francisco-goya,genre_painting,Romanticism,combo::francisco-goya||genre_painting||Romanticism
28387,77,8,11,titian,sketch_and_study,High_Renaissance,style_artist::High_Renaissance||titian
16975,16,4,7,paul-cezanne,landscape,Cubism,combo::paul-cezanne||landscape||Cubism
14022,6,2,12,eugene-boudin,genre_painting,Impressionism,combo::eugene-boudin||genre_painting||Impressionism
9234,15,8,21,pablo-picasso,sketch_and_study,Realism,style_artist::Realism||pablo-picasso
2330,4,10,12,claude-monet,Unknown Genre,Impressionism,combo::claude-monet||Unknown Genre||Impressionism
17440,17,1,12,pierre-auguste-renoir,cityscape,Impressionism,combo::pierre-auguste-renoir||cityscape||Impressionism
62915,99,3,24,mikhail-vrubel,illustration,Symbolism,combo::mikhail-vrubel||illustration||Symbolism
37814,68,0,5,gene-davis,abstract_painting,Color_Field_Painting,combo::gene-davis||abstract_painting||Color_Field_Painting
16863,1,10,3,boris-kustodiev,Unknown Genre,Art_Nouveau,combo::boris-kustodiev||Unknown Genre||Art_Nouveau
4035,2,4,12,camille-pissarro,landscape,Impressionism,combo::camille-pissarro||landscape||Impressionism
12454,4,4,12,claude-monet,landscape,Impressionism,combo::claude-monet||landscape||Impressionism
7493,14,4,24,nicholas-roerich,landscape,Symbolism,combo::nicholas-roerich||landscape||Symbolism
15876,13,8,24,martiros-saryan,sketch_and_study,Symbolism,combo::martiros-saryan||sketch_and_study||Symbolism
63286,37,6,9,henri-matisse,portrait,Expressionism,combo::henri-matisse||portrait||Expressionism
18576,18,9,21,pyotr-konchalovsky,still_life,Realism,combo::pyotr-konchalovsky||still_life||Realism
61880,32,9,3,egon-schiele,still_life,Art_Nouveau,style_artist::Art_Nouveau||egon-schiele
10105,2,9,12,camille-pissarro,still_life,Impressionism,combo::camille-pissarro||still_life||Impressionism
62281,32,8,9,egon-schiele,sketch_and_study,Expressionism,combo::egon-schiele||sketch_and_study||Expressionism
4473,11,6,21,john-singer-sargent,portrait,Realism,combo::john-singer-sargent||portrait||Realism
54058,126,2,22,thomas-gainsborough,genre_painting,Rococo,combo::thomas-gainsborough||genre_painting||Rococo
23342,126,6,22,thomas-gainsborough,portrait,Rococo,combo::thomas-gainsborough||portrait||Rococo
23178,120,4,9,m.c.-escher,landscape,Expressionism,combo::m.c.-escher||landscape||Expressionism
25754,111,6,23,edward-burne-jones,portrait,Romanticism,combo::edward-burne-jones||portrait||Romanticism
15144,7,3,23,gustave-dore,illustration,Romanticism,combo::gustave-dore||illustration||Romanticism
23082,96,6,23,sir-lawrence-alma-tadema,portrait,Romanticism,combo::sir-lawrence-alma-tadema||portrait||Romanticism
63556,66,6,24,odilon-redon,portrait,Symbolism,combo::odilon-redon||portrait||Symbolism
58637,101,4,12,william-merritt-chase,landscape,Impressionism,combo::william-merritt-chase||landscape||Impressionism
15951,13,4,24,martiros-saryan,landscape,Symbolism,combo::martiros-saryan||landscape||Symbolism
7344,17,5,12,pierre-auguste-renoir,nude_painting,Impressionism,combo::pierre-auguste-renoir||nude_painting||Impressionism
53795,78,2,12,maurice-prendergast,genre_painting,Impressionism,combo::maurice-prendergast||genre_painting||Impressionism
7156,11,2,21,john-singer-sargent,genre_painting,Realism,combo::john-singer-sargent||genre_painting||Realism
34699,57,3,21,valentin-serov,illustration,Realism,combo::valentin-serov||illustration||Realism
58786,101,4,12,william-merritt-chase,landscape,Impressionism,combo::william-merritt-chase||landscape||Impressionism
45208,81,3,3,aubrey-beardsley,illustration,Art_Nouveau,combo::aubrey-beardsley||illustration||Art_Nouveau
8387,12,8,15,marc-chagall,sketch_and_study,Naive_Art_Primitivism,combo::marc-chagall||sketch_and_study||Naive_Art_Primitivism
16052,11,10,21,john-singer-sargent,Unknown Genre,Realism,combo::john-singer-sargent||Unknown Genre||Realism
31415,78,1,20,maurice-prendergast,cityscape,Post_Impressionism,combo::maurice-prendergast||cityscape||Post_Impressionism
7298,6,2,12,eugene-boudin,genre_painting,Impressionism,combo::eugene-boudin||genre_painting||Impressionism
40857,26,1,20,edouard-cortes,cityscape,Post_Impressionism,combo::edouard-cortes||cityscape||Post_Impressionism
23984,66,4,24,odilon-redon,landscape,Symbolism,style_artist::Symbolism||odilon-redon
43588,55,6,12,james-tissot,portrait,Impressionism,combo::james-tissot||portrait||Impressionism
23269,56,6,21,vasily-polenov,portrait,Realism,combo::vasily-polenov||portrait||Realism
20304,77,6,13,titian,portrait,Mannerism_Late_Renaissance,combo::titian||portrait||Mannerism_Late_Renaissance
21437,71,6,20,henri-de-toulouse-lautrec,portrait,Post_Impressionism,combo::henri-de-toulouse-lautrec||portrait||Post_Impressionism
39530,69,7,11,raphael,religious_painting,High_Renaissance,combo::raphael||religious_painting||High_Renaissance
64860,30,6,12,paul-gauguin,portrait,Impressionism,combo::paul-gauguin||portrait||Impressionism
15688,12,10,15,marc-chagall,Unknown Genre,Naive_Art_Primitivism,combo::marc-chagall||Unknown Genre||Naive_Art_Primitivism
25446,116,6,4,frans-hals,portrait,Baroque,combo::frans-hals||portrait||Baroque
1794,2,2,12,camille-pissarro,genre_painting,Impressionism,combo::camille-pissarro||genre_painting||Impressionism
28269,111,6,23,edward-burne-jones,portrait,Romanticism,combo::edward-burne-jones||portrait||Romanticism
43119,46,1,9,zinaida-serebriakova,cityscape,Expressionism,combo::zinaida-serebriakova||cityscape||Expressionism
27717,63,4,18,henri-martin,landscape,Pointillism,combo::henri-martin||landscape||Pointillism
26818,97,1,21,vasily-vereshchagin,cityscape,Realism,combo::vasily-vereshchagin||cityscape||Realism
58965,30,4,20,paul-gauguin,landscape,Post_Impressionism,combo::paul-gauguin||landscape||Post_Impressionism
60034,44,4,20,gustave-loiseau,landscape,Post_Impressionism,combo::gustave-loiseau||landscape||Post_Impressionism
60591,39,4,20,maxime-maufra,landscape,Post_Impressionism,combo::maxime-maufra||landscape||Post_Impressionism
17330,17,4,12,pierre-auguste-renoir,landscape,Impressionism,combo::pierre-auguste-renoir||landscape||Impressionism
29425,37,5,9,henri-matisse,nude_painting,Expressionism,combo::henri-matisse||nude_painting||Expressionism
65930,88,6,23,dante-gabriel-rossetti,portrait,Romanticism,combo::dante-gabriel-rossetti||portrait||Romanticism
7545,7,3,23,gustave-dore,illustration,Romanticism,combo::gustave-dore||illustration||Romanticism
4959,17,4,12,pierre-auguste-renoir,landscape,Impressionism,combo::pierre-auguste-renoir||landscape||Impressionism
63792,46,6,3,zinaida-serebriakova,portrait,Art_Nouveau,combo::zinaida-serebriakova||portrait||Art_Nouveau
8449,22,8,20,vincent-van-gogh,sketch_and_study,Post_Impressionism,combo::vincent-van-gogh||sketch_and_study||Post_Impressionism
4088,19,10,3,raphael-kirchner,Unknown Genre,Art_Nouveau,combo::raphael-kirchner||Unknown Genre||Art_Nouveau
43089,119,6,21,henri-fantin-latour,portrait,Realism,combo::henri-fantin-latour||portrait||Realism
1484,20,10,4,rembrandt,Unknown Genre,Baroque,combo::rembrandt||Unknown Genre||Baroque
1763,13,6,21,martiros-saryan,portrait,Realism,combo::martiros-saryan||portrait||Realism
18958,15,5,7,pablo-picasso,nude_painting,Cubism,combo::pablo-picasso||nude_painting||Cubism
34208,27,0,0,sam-francis,abstract_painting,Abstract_Expressionism,combo::sam-francis||abstract_painting||Abstract_Expressionism
9977,4,10,12,claude-monet,Unknown Genre,Impressionism,combo::claude-monet||Unknown Genre||Impressionism
25559,74,4,21,camille-corot,landscape,Realism,combo::camille-corot||landscape||Realism
25948,60,4,24,ferdinand-hodler,landscape,Symbolism,combo::ferdinand-hodler||landscape||Symbolism
39340,41,1,24,mstislav-dobuzhinsky,cityscape,Symbolism,combo::mstislav-dobuzhinsky||cityscape||Symbolism
15008,2,6,12,camille-pissarro,portrait,Impressionism,combo::camille-pissarro||portrait||Impressionism
8564,18,10,21,pyotr-konchalovsky,Unknown Genre,Realism,combo::pyotr-konchalovsky||Unknown Genre||Realism
3140,18,1,7,pyotr-konchalovsky,cityscape,Cubism,combo::pyotr-konchalovsky||cityscape||Cubism
9246,2,6,12,camille-pissarro,portrait,Impressionism,combo::camille-pissarro||portrait||Impressionism
37993,35,7,23,francisco-goya,religious_painting,Romanticism,combo::francisco-goya||religious_painting||Romanticism
19513,71,6,20,henri-de-toulouse-lautrec,portrait,Post_Impressionism,combo::henri-de-toulouse-lautrec||portrait||Post_Impressionism
39249,49,6,12,joaquã­n-sorolla,portrait,Impressionism,combo::joaquã­n-sorolla||portrait||Impressionism
7327,18,9,20,pyotr-konchalovsky,still_life,Post_Impressionism,combo::pyotr-konchalovsky||still_life||Post_Impressionism
65829,104,6,9,amedeo-modigliani,portrait,Expressionism,combo::amedeo-modigliani||portrait||Expressionism
51229,91,9,2,georges-braque,still_life,Analytical_Cubism,combo::georges-braque||still_life||Analytical_Cubism
47259,74,6,21,camille-corot,portrait,Realism,combo::camille-corot||portrait||Realism
33891,73,6,20,david-burliuk,portrait,Post_Impressionism,combo::david-burliuk||portrait||Post_Impressionism
29853,92,4,21,vasily-surikov,landscape,Realism,combo::vasily-surikov||landscape||Realism
24330,119,6,21,henri-fantin-latour,portrait,Realism,combo::henri-fantin-latour||portrait||Realism
5372,5,5,12,edgar-degas,nude_painting,Impressionism,combo::edgar-degas||nude_painting||Impressionism
61536,118,9,20,ilya-mashkov,still_life,Post_Impressionism,combo::ilya-mashkov||still_life||Post_Impressionism
6791,5,6,12,edgar-degas,portrait,Impressionism,combo::edgar-degas||portrait||Impressionism
63063,117,6,17,hans-holbein-the-younger,portrait,Northern_Renaissance,combo::hans-holbein-the-younger||portrait||Northern_Renaissance
29889,88,6,23,dante-gabriel-rossetti,portrait,Romanticism,combo::dante-gabriel-rossetti||portrait||Romanticism
3427,19,2,3,raphael-kirchner,genre_painting,Art_Nouveau,combo::raphael-kirchner||genre_painting||Art_Nouveau
12950,8,6,21,ilya-repin,portrait,Realism,combo::ilya-repin||portrait||Realism
15981,13,10,21,martiros-saryan,Unknown Genre,Realism,combo::martiros-saryan||Unknown Genre||Realism
6338,2,4,12,camille-pissarro,landscape,Impressionism,combo::camille-pissarro||landscape||Impressionism
13413,4,1,12,claude-monet,cityscape,Impressionism,combo::claude-monet||cityscape||Impressionism
14707,22,6,21,vincent-van-gogh,portrait,Realism,combo::vincent-van-gogh||portrait||Realism
48543,69,7,11,raphael,religious_painting,High_Renaissance,combo::raphael||religious_painting||High_Renaissance
65872,124,6,23,karl-bryullov,portrait,Romanticism,combo::karl-bryullov||portrait||Romanticism
30521,67,7,13,tintoretto,religious_painting,Mannerism_Late_Renaissance,combo::tintoretto||religious_painting||Mannerism_Late_Renaissance
26733,48,4,21,isaac-levitan,landscape,Realism,combo::isaac-levitan||landscape||Realism
52812,98,2,9,ernst-ludwig-kirchner,genre_painting,Expressionism,combo::ernst-ludwig-kirchner||genre_painting||Expressionism
5778,21,7,24,salvador-dali,religious_painting,Symbolism,combo::salvador-dali||religious_painting||Symbolism
35969,98,1,9,ernst-ludwig-kirchner,cityscape,Expressionism,combo::ernst-ludwig-kirchner||cityscape||Expressionism
43890,23,7,17,hieronymus-bosch,religious_painting,Northern_Renaissance,combo::hieronymus-bosch||religious_painting||Northern_Renaissance
27115,66,6,24,odilon-redon,portrait,Symbolism,combo::odilon-redon||portrait||Symbolism
10618,19,10,3,raphael-kirchner,Unknown Genre,Art_Nouveau,combo::raphael-kirchner||Unknown Genre||Art_Nouveau
697,12,4,7,marc-chagall,landscape,Cubism,style_artist::Cubism||marc-chagall
37986,112,6,3,koloman-moser,portrait,Art_Nouveau,combo::koloman-moser||portrait||Art_Nouveau
5985,7,3,23,gustave-dore,illustration,Romanticism,combo::gustave-dore||illustration||Romanticism
41425,102,2,21,aleksey-savrasov,genre_painting,Realism,combo::aleksey-savrasov||genre_painting||Realism
15732,12,5,9,marc-chagall,nude_painting,Expressionism,style_artist::Expressionism||marc-chagall
15063,2,1,12,camille-pissarro,cityscape,Impressionism,combo::camille-pissarro||cityscape||Impressionism
